transcript	Control_rep1	Control_rep2	Control_rep3	Arsenite_rep1	Arsenite_rep2	Arsenite_rep3
ENST00000222644	44	38	44	15	12	11
ENST00000222673	258	196	133	35	22	39
ENST00000222690	170	128	82	7	5	11
ENST00000222693	35	27	8	1	2	3
ENST00000222725	4	8	4	1		1
ENST00000222726	1	1	1			
ENST00000222800	123	118	74	17	18	14
ENST00000222803	38	32	32	7	2	5
ENST00000222812	34	33	24	8	4	8
ENST00000222823	14	17	16	23	16	12
ENST00000222969	159	90	59	8	2	6
ENST00000222990	130	100	63	35	18	25
ENST00000223023	63	75	59	26	31	24
ENST00000223029	379	266	167	9	3	9
ENST00000223051	6	9	2	1	1	1
ENST00000223054	3	3	4	2	6	5
ENST00000223061	7	8	11	2	3	5
ENST00000223073	970	724	478	108	90	93
ENST00000223084	5	3	1	1	1	1
ENST00000223122	27	14	12	2	3	1
ENST00000223127	348	252	210	70	48	72
ENST00000223129	475	383	234	29	19	36
ENST00000223136	328	252	121	21	15	14
ENST00000223145	32	29	30	7	10	15
ENST00000223190	57	39	28	14	9	10
ENST00000223208	44	34	20	7	4	6
ENST00000223210	31	25	24	21	15	15
ENST00000223215	92	69	53	13	6	11
ENST00000223273	29	21	18	3	1	2
ENST00000223293	1					
ENST00000223321	780	530	347	40	26	30
ENST00000223324	118	95	56	5	3	4
ENST00000223336	15	16	19	12	11	8
ENST00000223357	3	6	3	1	2	3
ENST00000223361	73	38	46	24	12	22
ENST00000223368	267	196	149	38	30	28
ENST00000223369	205	163	103	24	14	18
ENST00000223398	6	6	3	7	2	8
ENST00000223423	1					
ENST00000223428	34	30	25	22	7	22
ENST00000223459	34	31	23	15	9	16
ENST00000223500	318	227	155	50	23	28
ENST00000223528	4	11	17	8	12	12
ENST00000223641	43	23	12		2	2
ENST00000223642	19	22	22	15	16	19
ENST00000223791	20	10	12	4	4	7
ENST00000223836	153	84	84	27	28	16
ENST00000223862		1				
ENST00000223864	36	39	21	3	3	4
ENST00000223865	11	6	13	7	2	8
ENST00000224073	2673	2006	1307	192	127	154
ENST00000224140	266	222	198	99	94	97
ENST00000224237	8	2		1		
ENST00000224337	2	4	2	1		
ENST00000224356	4		1	2		1
ENST00000224652	56	49	32	16	16	11
ENST00000224756	17	12	8	8	6	4
ENST00000224784	12	4	5	2	1	1
ENST00000224949	706	540	367	86	77	62
ENST00000224950	39	19	25	13	7	12
ENST00000225171	24	16	6	1		
ENST00000225174	207	157	104	24	10	31
ENST00000225235	23	22	26	16	10	7
ENST00000225276	2	2	1			3
ENST00000225296	110	122	63	25	24	20
ENST00000225298	907	785	502	158	177	103
ENST00000225308	62	51	63	26	15	25
ENST00000225328	7	10	5	3	2	2
ENST00000225388	326	261	198	101	68	99
ENST00000225394	101	89	62	13	16	14
ENST00000225430	6993	5369	2980	444	289	291
ENST00000225441		2	1			
ENST00000225504	229	164	115	22	19	12
ENST00000225512			2	1		1
ENST00000225519	87	69	61	8	11	15
ENST00000225525	198	148	102	21	4	23
ENST00000225550					1	
ENST00000225567	88	67	46	10	11	12
ENST00000225573	163	96	74	9	3	9
ENST00000225576	235	168	137	79	56	52
ENST00000225577	1417	1208	1003	478	380	380
ENST00000225603	1974	1413	745	180	113	117
ENST00000225609	21	16	18	12		5
ENST00000225614	83	73	49	8	9	14
ENST00000225648	3	1				1
ENST00000225655	2563	2040	1377	81	47	68
ENST00000225665	36	14	17	3	1	3
ENST00000225688	10	2	6			
ENST00000225696	261	208	148	40	23	23
ENST00000225698	1860	1406	846	106	87	103
ENST00000225719	168	131	87	11	10	10
ENST00000225724	63	51	37	15	3	12
ENST00000225726	4433	3162	2275	318	277	282
ENST00000225728	4	7	8			1
ENST00000225729	106	83	69	14	11	10
ENST00000225737	52	48	69	38	40	25
ENST00000225742	663	589	329	74	52	69
ENST00000225777	59	33	29	1	2	3
ENST00000225792	7582	6543	4723	2083	1815	1577
ENST00000225805	67	66	45	7	12	10
ENST00000225873		1				1
ENST00000225899						1
ENST00000225916	55	52	42	29	19	21
ENST00000225927	33	17	18	4		5
ENST00000225929	1				1	
ENST00000225964	68	56	52	16	23	25
ENST00000225969	260	203	123	13	11	5
ENST00000225972	2504	1703	1012	156	106	125
ENST00000225983	18	17	16	10	6	12
ENST00000226004	10	11	4			2
ENST00000226067	1	5	1		2	
ENST00000226091	7	3	3		1	2
ENST00000226105	1					
ENST00000226207			1			1
ENST00000226218	7	9				
ENST00000226225	16	14	8	4	4	5
ENST00000226230	58	45	28	1	2	4
ENST00000226253	245	89	71	31	5	14
ENST00000226284				1		1
ENST00000226299	316	227	141	8	7	6
ENST00000226319	25	30	21	11	9	9
ENST00000226328	40	36	47	23	13	15
ENST00000226522	10	1	3	1		
ENST00000226574	91	113	59	43	33	36
ENST00000226725	11	16	18	11	10	8
ENST00000226760	50	21	24	6	3	10
ENST00000226796	179	110	73	8	5	7
ENST00000226798	104	81	64	18	15	13
ENST00000227065	2	1	3	3	1	
ENST00000227135	38	28	20	1	2	4
ENST00000227155	31	29	8	3		2
ENST00000227157	2513	1599	926	107	66	106
ENST00000227214	6	7	3		1	
ENST00000227266	62	53	21		2	4
ENST00000227322	67	49	40	7	7	14
ENST00000227349	7	4	4	4	6	10
ENST00000227378	5898	4354	2867	443	341	417
ENST00000227451	3	4		2	1	
ENST00000227471	50	36	31	14	9	14
ENST00000227474	32	28	21	5	2	7
ENST00000227495	24	32	36	12	7	10
ENST00000227503	650	582	467	229	149	176
ENST00000227507	777	565	288	110	62	117
ENST00000227520	229	174	97	24	14	22
ENST00000227524	291	195	165	62	43	61
ENST00000227525	83	55	46	4	4	6
ENST00000227618	151	182	113	50	60	45
ENST00000227638	3	1	2	3		
ENST00000227756	7	3	2	5	2	
ENST00000227758	15	25	12	7	9	13
ENST00000227868	416	278	191	63	56	37
ENST00000227880	1					
ENST00000228027	10	7	7			1
ENST00000228136	448	296	196	62	74	45
ENST00000228140	443	282	220	15	14	14
ENST00000228251	1008	701	424	112	100	108
ENST00000228264	352	364	387	272	241	186
ENST00000228284	662	470	315	107	88	83
ENST00000228289	90	68	54	11	8	15
ENST00000228306	6436	5091	3978	1615	1085	1612
ENST00000228307	83	70	59	8	9	18
ENST00000228318	2480	1668	1136	137	91	138
ENST00000228347	153	104	74	15	17	11
ENST00000228425	147	111	108	42	30	24
ENST00000228437	62	80	96	67	57	64
ENST00000228468	7	5	1	1		2
ENST00000228495	303	188	123	47	27	23
ENST00000228506	616	533	445	100	229	58
ENST00000228510	156	90	86	14	5	15
ENST00000228515	23	28	31	16	11	11
ENST00000228534	2		1	1		3
ENST00000228567	21	7	15	2	5	7
ENST00000228606	7	3	3	1		
ENST00000228682		1	1			
ENST00000228705	35	30	38	36	15	15
ENST00000228740	268	221	148	20	15	25
ENST00000228741	4	3	4	2	3	9
ENST00000228799	84	73	71	18	24	13
ENST00000228820	2	2	2			
ENST00000228825	967	698	391	91	35	87
ENST00000228827	237	190	86	8	6	10
ENST00000228843	54	52	42	17	3	8
ENST00000228850					1	
ENST00000228862	17	13	21	8	9	10
ENST00000228865	85	62	45	9	7	18
ENST00000228872	175	102	74	27	18	26
ENST00000228916	40	37	37	25	16	22
ENST00000228918	76	73	48	18	12	12
ENST00000228922	33	32	17	7	3	9
ENST00000228928	29	25	18	3	5	3
ENST00000228938	2	5	1	1		
ENST00000228945				1		
ENST00000228955	105	74	55	3	4	5
ENST00000229022	56	42	32	8	7	4
ENST00000229179	888	686	536	113	88	87
ENST00000229195	193	169	126	58	31	29
ENST00000229201	1115	913	737	279	391	204
ENST00000229214	246	205	150	26	32	22
ENST00000229238	633	575	372	42	38	53
ENST00000229239	22444	11105	7265	1632	962	1153
ENST00000229243					1	
ENST00000229251	78	54	53	8	14	19
ENST00000229264	1					
ENST00000229265	39	38	23	5	2	7
ENST00000229266	466	330	248	30	20	33
ENST00000229268	1084	746	446	105	69	105
ENST00000229270	2327	1534	889	152	110	173
ENST00000229277	236	96	68	31	12	11
ENST00000229281	29	26	13	5	1	4
ENST00000229314	43	30	22	1	3	5
ENST00000229328	25	16	13	7	3	2
ENST00000229329	83	73	68	11	13	9
ENST00000229330	78	41	48	14	12	9
ENST00000229340	420	329	232	89	57	57
ENST00000229379	823	672	393	36	4	28
ENST00000229384	7	1	1		1	
ENST00000229390	1167	818	597	111	54	75
ENST00000229395	53	44	21	15	12	12
ENST00000229405	2	6	2	2	3	1
ENST00000229471	3	4	4	2	1	4
ENST00000229554	1		1	1		
ENST00000229563	168	110	79	3		3
ENST00000229570	3	1	1	1	2	
ENST00000229595	62	48	18		3	2
ENST00000229633	1	1	4		4	
ENST00000229634	27	22	30	16	14	9
ENST00000229708	13	6	6	4	3	
ENST00000229729	1					
ENST00000229758	40	27	31	14	7	3
ENST00000229769	31	28	17	12	14	7
ENST00000229794	36	28	16		2	1
ENST00000229795	36	27	16		2	1
ENST00000229812	186	140	139	41	41	40
ENST00000229854	1375	1102	755	208	164	191
ENST00000229866	4	2	3	4	3	3
ENST00000229903	67	41	21	8	11	8
ENST00000229913	1					
ENST00000229922	190	159	138	41	42	43
ENST00000229955			1			
ENST00000229971	2	8	6	2	5	4
ENST00000230036	1	1	1			
ENST00000230048	163	105	70	6	4	3
ENST00000230050	5482	4281	2805	437	373	320
ENST00000230056	226	177	78	23	33	17
ENST00000230085	241	192	126	15	8	16
ENST00000230122	63	49	38	11	9	15
ENST00000230124	66	45	48	18	13	10
ENST00000230173	511	369	335	78	57	70
ENST00000230323	8	4	2			1
ENST00000230340	104	64	38	16	9	11
ENST00000230354	75	61	38	38	25	19
ENST00000230361	2			1	1	
ENST00000230402	16	11	7	2	1	4
ENST00000230413	50	45	14	5	4	2
ENST00000230418	48	31	20	6	2	7
ENST00000230419	109	71	52	21	9	22
ENST00000230431	78	50	37	8	6	10
ENST00000230449	88	90	49	12	4	11
ENST00000230461	182	132	89	3	8	9
ENST00000230480	19	13	11	13	12	4
ENST00000230510	141	97	64	19	14	26
ENST00000230565	10	5	2	2		1
ENST00000230582	4	1	4	2		3
ENST00000230640	749	591	437	107	109	84
ENST00000230771	391	317	256	49	52	32
ENST00000230792	244	180	104	25	22	28
ENST00000230859	54	56	49	18	31	23
ENST00000230882					1	
ENST00000230895	168	144	79	31	54	33
ENST00000230901	509	487	389	170	177	145
ENST00000230990	9	11	4	7	20	2
ENST00000231004	5					
ENST00000231061	1	1				
ENST00000231130	101	71	54	9	4	12
ENST00000231134	3	7	10	1	2	
ENST00000231136	33	23	8	3		6
ENST00000231137	15	16	3		3	5
ENST00000231173	3	2	1			
ENST00000231198	122	83	68	9	5	4
ENST00000231238	438	326	205	76	88	66
ENST00000231338	3	1	2		4	2
ENST00000231357	17	17	20	3	2	5
ENST00000231368	211	157	103	42	27	23
ENST00000231420						1
ENST00000231423	22	23	21	8	9	8
ENST00000231461	156	141	115	58	30	46
ENST00000231498	637	468	367	148	143	90
ENST00000231509	88	79	85	52	41	40
ENST00000231512	118	97	48	5	2	2
ENST00000231524	141	97	65	23	37	23
ENST00000231526	76	50	40	15	8	11
ENST00000231572	660	469	299	63	51	64
ENST00000231668	37	26	23	1	3	1
ENST00000231721	2			1		
ENST00000231749	1	1	1			3
ENST00000231790	327	208	157	24	33	22
ENST00000231887	80	61	42	7	10	12
ENST00000231948	210	171	101	17	20	25
ENST00000232014	13	6	10	7	2	4
ENST00000232125	244	135	66	10	4	2
ENST00000232219			1			
ENST00000232375	55	12	17	5	6	
ENST00000232424	345	233	170	36	19	32
ENST00000232458	773	618	531	275	171	184
ENST00000232461	9	12	6	3	1	5
ENST00000232496	2	2			1	
ENST00000232501	25	25	15	7	4	9
ENST00000232519	72	41	33	13	12	13
ENST00000232607	1064	845	574	134	112	117
ENST00000232744	13	12	9	1	1	4
ENST00000232766	71	45	48	27	19	19
ENST00000232854	9	7	7	3	4	5
ENST00000232888	107	105	56	25	16	16
ENST00000232905	58	28	18	6	2	3
ENST00000232974	2	3	4	6	4	
ENST00000232978	158	168	180	118	107	83
ENST00000233025	25	13	11		1	
ENST00000233027	62	39	46	34	19	30
ENST00000233047	8	7	4		1	1
ENST00000233055	65	57	45	9	9	8
ENST00000233057	287	220	148	33	37	33
ENST00000233072	3	4	3	3		2
ENST00000233078	272	219	142	42	32	53
ENST00000233084	1310	920	693	102	99	110
ENST00000233092	5	2	4		1	1
ENST00000233099	121	130	112	47	40	36
ENST00000233114	1467	1197	707	105	56	68
ENST00000233121	26	16	14	8	8	3
ENST00000233143	6431	4103	2132	668	699	392
ENST00000233146	925	795	549	108	63	72
ENST00000233154	31	17	21	8	7	7
ENST00000233156	51	57	25	6	7	5
ENST00000233190	1289	915	583	72	58	61
ENST00000233330	85	66	32	14	8	18
ENST00000233331	52	49	48	16	14	19
ENST00000233336	87	60	63	14	14	27
ENST00000233379	97	78	46	7	3	12
ENST00000233468	549	419	285	28	27	20
ENST00000233505	21	21	11	8	7	6
ENST00000233535	2	1	2			
ENST00000233545	27	35	27	3		3
ENST00000233557	1639	1151	803	339	279	240
ENST00000233575	895	625	403	100	64	120
ENST00000233596	47	42	20	2	5	2
ENST00000233607	2	3	5	8	1	4
ENST00000233609	1696	1209	855	211	159	224
ENST00000233612	513	322	245	34	21	22
ENST00000233615	7	4	10	7	2	11
ENST00000233623	59	49	47	16	14	10
ENST00000233627	65	49	31	6	4	3
ENST00000233630	24	24	19	6	3	7
ENST00000233668	15	14	12	1		1
ENST00000233710	3	4	4			
ENST00000233714	133	100	57	8	4	8
ENST00000233741	57	40	29	10	11	13
ENST00000233809	186	160	106	12	8	21
ENST00000233813	197	164	106	19	13	13
ENST00000233826		1				
ENST00000233838	80	64	57	5	6	5
ENST00000233892	62	40	22	4		3
ENST00000233893	1659	1223	813	59	34	46
ENST00000233969	27	34	37	13	7	9
ENST00000234038	177	144	74	15	18	11
ENST00000234040	43	39	45	21	22	23
ENST00000234091	16	10	8	2	3	1
ENST00000234111	377	248	222	29	25	30
ENST00000234115	573	286	213	30	25	26
ENST00000234142	2193	1941	2137	1437	994	1121
ENST00000234160	300	200	183	24	15	12
ENST00000234170	454	338	223	67	58	54
ENST00000234179	30	23	28	14	14	13
ENST00000234195	2	4		1		
ENST00000234198	3	1		2		
ENST00000234256	92	69	57	21	9	12
ENST00000234296	190	156	123	62	67	47
ENST00000234301	54	54	32	2	1	
ENST00000234310	330	213	128	39	13	30
ENST00000234389	3	4	2			2
ENST00000234392	1		1			
ENST00000234396	1	2	2	2	2	
ENST00000234420	2392	1926	1347	384	330	383
ENST00000234453	5	4	4	4	4	4
ENST00000234454	65	62	30	3	3	5
ENST00000234549	20	12	11	5	2	4
ENST00000234590	4419	3117	1706	286	139	219
ENST00000234626	111	83	56	10	10	14
ENST00000234677	2756	1888	1126	231	184	174
ENST00000234739	26	29	24	24	17	19
ENST00000234827	7	9	2		1	3
ENST00000234831	369	250	167	18	13	18
ENST00000234875	3832	2952	1815	475	359	205
ENST00000235090	64	37	31	5	2	5
ENST00000235150	18	15	12	5	5	4
ENST00000235180	3	3	1	1		1
ENST00000235307	17	36	50	33	24	34
ENST00000235310	108	74	38	10	3	13
ENST00000235329	200	145	129	46	39	49
ENST00000235332	11	7	11	4	5	5
ENST00000235345	30	21	11	6	4	1
ENST00000235347						1
ENST00000235349						1
ENST00000235372	89	82	92	37	40	28
ENST00000235382		4	1	3	2	2
ENST00000235453	5	4	6	2	4	2
ENST00000235521	52	42	24	4	3	5
ENST00000235532	13	8	9		1	2
ENST00000235790	428	248	190	67	47	52
ENST00000235835	46	46	31	6	4	2
ENST00000235932	28	13	16	4	2	2
ENST00000235958	12	7	10	4	3	3
ENST00000236017	261	188	159	26	8	24
ENST00000236040	79	48	50	5	5	8
ENST00000236051	398	314	194	71	54	50
ENST00000236067	71	44	31	3	2	1
ENST00000236137	12	18	10	2	1	
ENST00000236147	40	31	19	4	1	3
ENST00000236192	21	14	16	7	5	2
ENST00000236255	55	41	26	12	13	9
ENST00000236273	436	327	183	45	30	33
ENST00000236342	121	87	56	20	20	22
ENST00000236412	8	5	3	2		
ENST00000236671	1083	588	489	88	39	94
ENST00000236693	3	1		1		1
ENST00000236698	302	238	201	106	90	87
ENST00000236850	1	5	1	2		1
ENST00000236914	64	43	30	19	9	13
ENST00000236918	1	2	1	8	5	5
ENST00000236925	182	226	204	140	176	83
ENST00000236957	4368	3675	2051	471	373	443
ENST00000236959	1308	1044	662	152	102	109
ENST00000236980	148	106	87	13	7	8
ENST00000237019	1	3	2		3	2
ENST00000237163	61	59	71	22	27	22
ENST00000237264	9	9	6	2	9	7
ENST00000237275	1					
ENST00000237281	42	29	25	10	5	5
ENST00000237283	15	13	24	8	6	7
ENST00000237289	3	2	6	3	2	1
ENST00000237305	18	17	11	23	5	9
ENST00000237353	3	2		3		
ENST00000237380	66	38	27		1	3
ENST00000237455	73	88	64	25	14	12
ENST00000237500	2675	2070	1175	285	147	296
ENST00000237512	1	2	1	1	1	
ENST00000237530	390	299	209	62	33	46
ENST00000237536	311	229	205	140	91	118
ENST00000237596	36	25	35	24	10	15
ENST00000237612	61	36	35	6	2	4
ENST00000237642	110	56	37	3	8	10
ENST00000237654	19	20	16	12	18	25
ENST00000237822	28	25	13	4	4	10
ENST00000237853	5	2		1	1	2
ENST00000237858	3	1				
ENST00000237889	447	315	158	16	6	13
ENST00000237937	2	8	7		1	1
ENST00000238081	1846	1494	979	98	69	109
ENST00000238091	9	4	6		2	4
ENST00000238112	918	658	488	149	95	103
ENST00000238146	355	332	230	87	73	73
ENST00000238156	27	23	10	9	6	9
ENST00000238181	83	30	46	15	3	11
ENST00000238256	321	228	188	59	53	58
ENST00000238379		1	2		1	
ENST00000238477	15	6	5	2		
ENST00000238483	2	3	5	7	1	4
ENST00000238497	59	52	43	4	13	7
ENST00000238558	39	28	13	3	5	3
ENST00000238561	44	47	26	2	3	6
ENST00000238607		2				
ENST00000238609	42	23	26	3		
ENST00000238616	52	39	24	14	4	6
ENST00000238618	63	53	33	21	13	18
ENST00000238628	135	80	44	20	15	20
ENST00000238633	263	164	99	22	7	9
ENST00000238647	177	148	112	34	9	42
ENST00000238651	161	138	115	15	10	15
ENST00000238667	46	36	30	8	4	7
ENST00000238671	16	9	8	4	3	1
ENST00000238682	7	6	5	6	4	2
ENST00000238686	4	4	2	1	5	1
ENST00000238688	1013	593	412	34	25	28
ENST00000238714	27	25	16	5	5	3
ENST00000238721	36	23	24	3		2
ENST00000238738	12	12	12	1	4	2
ENST00000238788	161	87	79	11	5	12
ENST00000238789	203	145	145	63	76	61
ENST00000238823	304	229	161	25	18	24
ENST00000238831	92	41	34	10	8	14
ENST00000238856	100	77	71	45	28	31
ENST00000238875	11	10	5	3	1	2
ENST00000238892	60	32	24	1		1
ENST00000238936	7	3		1		1
ENST00000238961	41	57	61	54	36	34
ENST00000238994	11	2	3	1		
ENST00000239007	29	23	10	6	5	4
ENST00000239117		1			1	
ENST00000239165	26	40	16	2	3	4
ENST00000239223	69	49	64	2	2	3
ENST00000239231	638	488	403	233	174	201
ENST00000239243	75	59	36	10	5	10
ENST00000239367	41	47	33	11	3	8
ENST00000239374	148	142	176	124	115	93
ENST00000239440	4			1	1	
ENST00000239444	54	42	41	10	6	12
ENST00000239446	22	19	16	7	2	7
ENST00000239449	21	21	14	3	3	6
ENST00000239450	11	20	12		3	4
ENST00000239451	1	1	2	2	2	1
ENST00000239614	4	4	3		1	2
ENST00000239666	83	64	32	1	7	4
ENST00000239690	539	437	294	47	52	39
ENST00000239830	34	32	18	15	11	8
ENST00000239852	1	1		1	1	
ENST00000239878	114	80	67	4	6	2
ENST00000239882	72	67	65	54	22	25
ENST00000239891	172	125	86	21	24	22
ENST00000239893	69	64	62	16	12	10
ENST00000239906	5	1	1	2	3	4
ENST00000239938	50	64	83	20	5	27
ENST00000239940	818	531	325	29	19	43
ENST00000239944	193	101	64	13	9	7
ENST00000240050	3	6	8	7	1	3
ENST00000240055	192	147	116	31	24	19
ENST00000240079	18	13	13			
ENST00000240093	16	14	8	3	2	1
ENST00000240095	64	55	31	4	4	3
ENST00000240100	101	38	45	18	8	13
ENST00000240101	21	7	6	1	3	2
ENST00000240123	15	13	15	19	9	10
ENST00000240139	15	17	15	14	10	10
ENST00000240159	2	1	1			
ENST00000240185	838	608	430	64	46	77
ENST00000240189						1
ENST00000240285	13	12	13	6	5	3
ENST00000240304	973	890	548	122	153	87
ENST00000240316	482	376	268	68	42	46
ENST00000240328	206	211	174	98	55	102
ENST00000240333	354	283	219	47	37	47
ENST00000240335					1	
ENST00000240361	72	62	99	61	74	48
ENST00000240364	69	49	34	12	8	20
ENST00000240423	172	142	96	22	15	23
ENST00000240487	123	122	87	45	40	25
ENST00000240488	142	108	60	13	10	11
ENST00000240499	75	59	57	35	21	25
ENST00000240587	3	3	1	2	2	3
ENST00000240617	70	52	26	2	2	2
ENST00000240619	1		1			
ENST00000240651	41	20	18	4	4	3
ENST00000240719	8	4	2	2		2
ENST00000240727	3	3	2	1		
ENST00000240731	5	6	4	2	3	1
ENST00000240851	63	49	34	10	2	8
ENST00000240874	2	2	3	1		2
ENST00000240922	208	145	118	74	37	59
ENST00000241014	14	6	11	5	2	9
ENST00000241041	58	51	43	13	13	13
ENST00000241052	87	81	39	10	2	5
ENST00000241069	3	4				1
ENST00000241071	3	1	5	1	1	
ENST00000241305					1	
ENST00000241337		1				
ENST00000241391	11	3	8	5	3	3
ENST00000241393	9	2	2			
ENST00000241416	24	21	11	4	3	6
ENST00000241436	52	35	26	13	2	11
ENST00000241453	1		2		1	
ENST00000241463	1				1	
ENST00000241502	1174	907	588	146	117	123
ENST00000241527	127	88	53	16	7	7
ENST00000241600	41	27	19	5		5
ENST00000241704	1239	841	683	85	95	88
ENST00000242057	22	19	14	4	3	1
ENST00000242059	598	398	264	51	35	46
ENST00000242067	19	7	11	12	4	12
ENST00000242108	1	3	1	3	3	3
ENST00000242140	1					
ENST00000242159		3	2		1	
ENST00000242208	1					
ENST00000242209	326	257	175	25	16	43
ENST00000242248	13	21	20	10	10	12
ENST00000242249				1		
ENST00000242257	169	137	109	25	13	42
ENST00000242275	8	4	8	1		1
ENST00000242285	470	413	235	61	51	33
ENST00000242310	123	111	81	45	44	50
ENST00000242317	1					
ENST00000242323	9	11	7	1	1	3
ENST00000242351	323	238	163	32	38	38
ENST00000242375		1				
ENST00000242480	1		4			
ENST00000242505	20	8	13	7	6	14
ENST00000242576	349	272	196	23	17	22
ENST00000242577	1986	1216	797	156	93	103
ENST00000242591	30	16	15	7	6	9
ENST00000242592	7	7	2	1	1	2
ENST00000242719	4	3	6	3	2	4
ENST00000242728	1	1	1			
ENST00000242737	5	4	11	8	7	5
ENST00000242770	83	75	38	11	5	18
ENST00000242776	350	296	199	62	54	55
ENST00000242783	253	166	178	67	69	80
ENST00000242784	820	617	397	213	83	153
ENST00000242786	16	14	12	1	2	3
ENST00000242804	19	14	11	7	5	8
ENST00000242810	23	11	9	14	10	4
ENST00000242827	23	17	17	2	2	
ENST00000242839	22	9	11	13	5	3
ENST00000242848	857	711	471	147	149	133
ENST00000242872	67	68	45	14	18	8
ENST00000242994		1			1	
ENST00000243040	32	25	14	1	2	4
ENST00000243045	34	10	22	1	1	3
ENST00000243050	257	252	410	11	14	13
ENST00000243052		1	5			
ENST00000243056	32	24	18	13	7	7
ENST00000243077	114	71	53	32	23	19
ENST00000243082	4	5				1
ENST00000243103	1		1			
ENST00000243108	9	13	8	8	2	4
ENST00000243112	7	4	8	1		1
ENST00000243167	13	13	14	2	4	3
ENST00000243189	18	28	28	15	17	8
ENST00000243253	1149	940	546	77	69	56
ENST00000243286	170	135	85	60	19	28
ENST00000243298	7	5	4	2		
ENST00000243300	8	15	8	5	2	2
ENST00000243325	5	3	2			
ENST00000243326	657	612	542	243	220	236
ENST00000243344	40	50	34	19	18	13
ENST00000243346	88	66	52	5	5	4
ENST00000243349				1	1	
ENST00000243389	12	6	4	1		1
ENST00000243498	354	258	213	60	58	41
ENST00000243501	8	3	5	1	2	2
ENST00000243562	30	29	42	11	5	20
ENST00000243563	106	95	64	12	6	13
ENST00000243578	1	2			1	
ENST00000243583	16	17	22	12	7	5
ENST00000243611					1	
ENST00000243639	25	31	20	19	8	11
ENST00000243643	25	22	18	8	5	7
ENST00000243644	9	10	2	2	3	
ENST00000243706	34	42	40	24	11	22
ENST00000243776	131	111	75	32	7	28
ENST00000243786	3	6	2			
ENST00000243810	24	19	16	7	5	6
ENST00000243878	4	5	13	3	3	6
ENST00000243893	16	12	5			
ENST00000243896	30	26	29	16	11	16
ENST00000243903	72	45	34	14	12	12
ENST00000243914			1			
ENST00000243918	19	18	12	5		4
ENST00000243938					1	
ENST00000243964	25	29	29	15	10	15
ENST00000243967	1	2		1		1
ENST00000243997	423	223	203	6	4	5
ENST00000244007	449	354	325	176	111	124
ENST00000244020	952	700	519	100	62	85
ENST00000244040	144	121	88	67	25	51
ENST00000244050				3	1	2
ENST00000244051	56	51	45	5	8	8
ENST00000244061	371	225	180	30	28	46
