transcript	Control_rep1	Control_rep2	Control_rep3	LeuStarve_rep1	LeuStarve_rep2	LeuStarve_rep3
ENST00000222145	9	9	6	17	10	8
ENST00000222190	53	45	63	65	75	65
ENST00000222212						1
ENST00000222214	136	117	170	203	261	198
ENST00000222219	61	50	63	70	112	71
ENST00000222224	221	180	253	245	312	245
ENST00000222247	4339	4056	5476	2553	2799	2228
ENST00000222248	5	6	3	9	6	7
ENST00000222249	3		1	3	8	4
ENST00000222250		1	1	1	2	3
ENST00000222254	111	64	100	140	180	125
ENST00000222256	29	19	41	20	23	17
ENST00000222266	223	160	232	337	473	337
ENST00000222271		2		2	1	3
ENST00000222275					1	
ENST00000222284	164	121	177	166	190	148
ENST00000222305	131	112	163	185	214	165
ENST00000222307	28	15	32	33	43	24
ENST00000222308	1227	1236	1383	1959	2162	1572
ENST00000222329	108	87	118	72	98	60
ENST00000222330	55	44	61	74	66	61
ENST00000222339	55	46	75	54	63	51
ENST00000222345	65	45	70	59	80	56
ENST00000222374	103	92	121	111	137	95
ENST00000222388	1656	1226	1935	1399	1828	1212
ENST00000222399	347	256	448	294	390	287
ENST00000222402	3	5	8	10	9	6
ENST00000222462	2				1	
ENST00000222511	312	192	289	372	372	284
ENST00000222543	10	10	14	26	28	9
ENST00000222547	27	22	33	45	59	52
ENST00000222553	844	547	828	1029	1156	807
ENST00000222567	408	311	511	362	524	367
ENST00000222572	50	28	56	52	47	27
ENST00000222573	1			2	2	3
ENST00000222574	48	40	50	123	168	87
ENST00000222584	50	46	64	70	65	52
ENST00000222597	43	43	58	65	59	54
ENST00000222644	183	148	205	198	230	155
ENST00000222673	260	175	277	258	273	196
ENST00000222690	273	216	315	480	460	359
ENST00000222693	41	26	52	45	66	35
ENST00000222718	2	1	1	1	3	3
ENST00000222725			1	2		
ENST00000222726	36	27	44	73	77	52
ENST00000222728	6		3	7	6	9
ENST00000222747	31	20	23	40	50	32
ENST00000222792	3	2	2	3	7	5
ENST00000222800	41	35	53	57	48	34
ENST00000222803	149	105	170	145	150	113
ENST00000222812	27	17	35	25	32	25
ENST00000222823	7	10	6	23	17	17
ENST00000222969	224	110	201	240	308	177
ENST00000222982				3		
ENST00000222990	139	85	133	153	193	126
ENST00000223023	191	113	194	169	221	150
ENST00000223029	342	293	467	351	476	298
ENST00000223054	4	4	6	5	8	3
ENST00000223061	2	3	3	4	1	4
ENST00000223073	1799	1420	2124	1666	2167	1467
ENST00000223084	3	2	2	7	3	3
ENST00000223122	58	48	50	70	96	52
ENST00000223127	273	188	311	340	348	257
ENST00000223129	884	631	959	1186	1349	1015
ENST00000223136	155	105	152	202	220	158
ENST00000223145	40	43	61	79	103	67
ENST00000223190	91	51	92	75	119	79
ENST00000223208	126	78	119	144	160	133
ENST00000223210	10	11	11	11	18	8
ENST00000223273	65	53	103	90	111	84
ENST00000223321	1539	1190	1861	1618	1878	1367
ENST00000223324	274	159	241	216	274	177
ENST00000223336	213	141	207	197	264	184
ENST00000223361	190	159	238	351	358	258
ENST00000223368	305	194	347	368	384	275
ENST00000223369	366	322	407	513	566	386
ENST00000223398	15	10	25	17	20	14
ENST00000223423			1			
ENST00000223428	14	8	13	25	32	20
ENST00000223459	70	57	61	155	190	134
ENST00000223500	802	581	1001	1026	1245	918
ENST00000223528	64	38	56	51	66	47
ENST00000223641	60	56	78	73	86	57
ENST00000223642	1		2	4	2	
ENST00000223791	4	7	10	5	10	9
ENST00000223836	354	260	365	357	555	336
ENST00000223864	82	58	68	96	107	58
ENST00000223865	47	34	41	34	29	30
ENST00000223951	18	14	15	20	25	18
ENST00000224073	2378	1950	2785	2774	3302	2460
ENST00000224140	294	229	360	329	409	325
ENST00000224237	6772	4818	7348	5253	6952	4667
ENST00000224337						1
ENST00000224356	26	14	19	33	45	43
ENST00000224652	134	103	146	119	155	107
ENST00000224721	2	1	1	4	2	5
ENST00000224756	18	12	25	17	19	11
ENST00000224784	24	14	20	28	36	20
ENST00000224949	538	364	609	617	782	529
ENST00000224950	29	30	60	67	62	50
ENST00000225171	104	95	129	151	164	108
ENST00000225174	770	591	770	639	702	556
ENST00000225235	56	52	57	70	103	64
ENST00000225276					1	
ENST00000225296	473	344	464	454	636	383
ENST00000225298	1239	1023	1519	827	1084	729
ENST00000225308	73	74	93	117	148	92
ENST00000225371			1	1	1	
ENST00000225388	455	325	519	329	412	267
ENST00000225394	36	37	36	34	67	36
ENST00000225430	11745	9229	14206	9289	11305	8046
ENST00000225441	1	1	1	3	2	4
ENST00000225504	191	133	219	251	297	204
ENST00000225512	2		4	5	2	5
ENST00000225519	95	67	106	92	134	98
ENST00000225525	198	159	232	196	264	207
ENST00000225538			1	1		2
ENST00000225567	152	138	169	223	258	198
ENST00000225573	157	110	198	204	237	139
ENST00000225576	518	396	615	470	611	455
ENST00000225577	241	203	281	308	389	315
ENST00000225603	3002	2353	3277	3654	4488	2972
ENST00000225609	91	67	91	108	132	87
ENST00000225614	84	90	121	116	150	126
ENST00000225648	286	246	353	419	531	371
ENST00000225655	3055	2761	3783	3894	3826	3215
ENST00000225665	68	65	112	98	118	68
ENST00000225688					1	
ENST00000225696	396	314	538	360	531	341
ENST00000225698	8276	6296	9794	9068	11257	7655
ENST00000225719	551	363	504	489	657	444
ENST00000225724	119	105	150	133	148	91
ENST00000225726	2411	1811	2864	3202	3908	2624
ENST00000225728	44	19	39	35	51	20
ENST00000225729	191	146	253	252	349	238
ENST00000225737	112	77	138	153	151	131
ENST00000225740	6	3	5	12	14	9
ENST00000225742	358	277	400	391	505	324
ENST00000225777	34	21	24	25	47	25
ENST00000225792	9221	6565	10087	5533	7582	5000
ENST00000225805	290	193	301	312	351	260
ENST00000225873	13	11	10	22	35	23
ENST00000225916	200	186	266	197	256	198
ENST00000225927	34	23	34	41	36	34
ENST00000225929	3	1	2	5	1	
ENST00000225964	105	73	91	92	116	62
ENST00000225969	671	517	670	406	443	346
ENST00000225972	2520	2271	3058	3224	4368	2712
ENST00000225983	110	90	110	190	246	168
ENST00000226004	29	13	26	24	33	28
ENST00000226067	5	2	7	11	7	9
ENST00000226091	13	13	20	14	24	13
ENST00000226105	13	5	12	16	20	12
ENST00000226207			1		2	
ENST00000226225	26	25	35	32	41	29
ENST00000226230	133	92	123	137	138	135
ENST00000226253	57	36	72	65	89	60
ENST00000226284		1				
ENST00000226299	552	367	608	606	721	526
ENST00000226319	121	80	122	185	220	162
ENST00000226328	101	85	150	142	216	132
ENST00000226522	12	6	22	21	19	25
ENST00000226524					1	
ENST00000226574	336	197	310	226	274	174
ENST00000226725	60	35	51	62	87	58
ENST00000226760	26	38	40	26	27	27
ENST00000226796	1288	1152	1461	1545	1975	1253
ENST00000226798	186	118	209	207	279	163
ENST00000227065	5	5	3	7	10	2
ENST00000227135	222	159	256	241	284	206
ENST00000227155	5	7	10	18	25	16
ENST00000227157	4095	3205	4935	4313	5116	3550
ENST00000227163	2		2		2	2
ENST00000227214	7	8	12	14	20	9
ENST00000227251				1	2	
ENST00000227266	224	143	224	172	252	145
ENST00000227322	191	166	267	227	270	197
ENST00000227349	19	12	30	38	26	19
ENST00000227378	11397	8250	12574	2120	2277	1635
ENST00000227471	55	40	51	75	79	61
ENST00000227474	146	113	173	111	178	101
ENST00000227495	7	6	4	4	6	3
ENST00000227503	1406	999	1570	1305	1665	1081
ENST00000227507	46	35	64	33	43	44
ENST00000227520	651	508	810	601	867	486
ENST00000227524	934	843	1159	1238	1578	1070
ENST00000227525	103	99	149	123	141	110
ENST00000227618	449	353	542	562	639	455
ENST00000227638	28	26	41	45	65	41
ENST00000227752				2		1
ENST00000227756	22	20	32	23	52	16
ENST00000227758	96	58	126	121	130	85
ENST00000227868	636	453	668	766	887	608
ENST00000228027	3	1	3	9	10	6
ENST00000228136	1702	1280	1962	2263	2638	1751
ENST00000228140	809	626	997	508	638	515
ENST00000228251	4748	3497	4825	4566	5433	3470
ENST00000228264	725	535	795	996	1322	881
ENST00000228284	966	794	1239	1095	1314	909
ENST00000228289	120	92	142	192	267	136
ENST00000228306	4680	3877	5564	2667	3466	2540
ENST00000228307	29	23	37	49	41	37
ENST00000228318	4601	3433	4647	3564	4120	2599
ENST00000228347	427	351	476	457	590	384
ENST00000228425	382	284	456	572	724	448
ENST00000228437	136	107	157	141	192	138
ENST00000228468	34	28	33	55	81	44
ENST00000228495	512	350	551	449	558	410
ENST00000228506	435	358	579	472	537	371
ENST00000228510	94	61	85	97	80	74
ENST00000228515	57	39	68	73	91	56
ENST00000228534		1		3	1	2
ENST00000228606	2	5	1	1		1
ENST00000228682	2		2			
ENST00000228705	13	9	24	24	39	16
ENST00000228740	629	458	732	495	596	407
ENST00000228741	8	7	7	10	15	12
ENST00000228799	210	152	194	367	468	360
ENST00000228820	9	10	7	16	13	13
ENST00000228825	901	727	1140	1104	1465	890
ENST00000228827	796	522	710	747	878	684
ENST00000228837	1					
ENST00000228843	287	207	292	260	316	217
ENST00000228850	5	1	7	11	13	10
ENST00000228862	8	2	6	10	18	11
ENST00000228865	36	25	33	41	61	33
ENST00000228872	117	79	117	188	257	181
ENST00000228922	19	20	40	35	51	24
ENST00000228928	1		4	4	3	5
ENST00000228945					1	
ENST00000228955	186	119	195	208	258	174
ENST00000229022	29	15	31	28	41	24
ENST00000229030	1		3	9	8	5
ENST00000229179	1277	987	1627	1196	1542	1066
ENST00000229195	246	204	328	346	437	254
ENST00000229201	1200	995	1454	1736	2241	1457
ENST00000229214	416	254	442	456	560	386
ENST00000229238	2024	1608	2374	2398	2697	1946
ENST00000229239	14976	11258	16981	15060	19470	14182
ENST00000229243					2	
ENST00000229251	288	245	328	395	444	284
ENST00000229264	1		1			1
ENST00000229265	77	53	95	62	82	78
ENST00000229266	180	166	231	194	263	158
ENST00000229268	900	680	1052	1163	1385	990
ENST00000229270	4148	3510	5357	6565	8150	5669
ENST00000229277	257	164	244	242	287	212
ENST00000229281	25	20	37	51	48	33
ENST00000229314	137	114	139	219	369	150
ENST00000229328	32	36	45	50	53	33
ENST00000229329	278	213	297	289	394	258
ENST00000229330	68	54	52	57	48	42
ENST00000229332			1			
ENST00000229340	470	402	502	479	567	431
ENST00000229379	1398	972	1354	1095	1217	867
ENST00000229390	2501	2062	3108	2976	2992	2347
ENST00000229395	141	110	182	177	247	152
ENST00000229405	14	8	9	19	12	12
ENST00000229471	363	291	398	466	584	374
ENST00000229554	8	4	6	5	5	7
ENST00000229563	274	214	320	426	457	359
ENST00000229570	11	5	14	9	12	13
ENST00000229595	87	57	83	111	136	71
ENST00000229633	29	23	40	50	62	43
ENST00000229634	45	42	42	78	73	69
ENST00000229708		5	1	25	33	18
ENST00000229758	214	161	233	230	285	220
ENST00000229769	112	72	131	114	133	115
ENST00000229771	1	2	1			3
ENST00000229794	48	41	51	77	67	58
ENST00000229795	47	41	50	77	67	58
ENST00000229812	181	138	233	133	149	115
ENST00000229829		2	3	1	5	
ENST00000229854	3997	3059	4809	4432	5612	3905
ENST00000229866	36	34	42	52	61	39
ENST00000229903	67	68	108	113	106	69
ENST00000229913		1	2	3	4	2
ENST00000229922	126	100	137	183	195	162
ENST00000229955	1		4	4	3	1
ENST00000229971	21	3	15	15	17	7
ENST00000230036	7	6	6	7	8	3
ENST00000230048	179	124	231	243	282	214
ENST00000230050	8453	6477	9077	3528	3755	3121
ENST00000230053	7	9	5	8	9	8
ENST00000230056	981	740	1175	1294	1811	1026
ENST00000230085	407	307	546	433	483	363
ENST00000230122	114	80	120	158	180	120
ENST00000230124	142	127	160	220	235	142
ENST00000230173	8	3	9	14	13	15
ENST00000230301	1		2	2		2
ENST00000230323	3	2	5	7	14	5
ENST00000230340	446	403	538	368	470	336
ENST00000230354	310	224	341	315	429	267
ENST00000230361		2			1	
ENST00000230381				1		
ENST00000230402	77	46	82	74	103	76
ENST00000230413	109	93	148	211	282	155
ENST00000230418	87	70	113	94	139	84
ENST00000230419	238	191	277	280	348	231
ENST00000230431	358	343	483	498	613	427
ENST00000230449	367	234	403	309	377	252
ENST00000230461	194	138	276	319	304	219
ENST00000230480	20	12	14	42	48	45
ENST00000230510	263	198	298	275	406	250
ENST00000230538	156	109	204	205	249	159
ENST00000230565	2	4	3	4	6	4
ENST00000230582	3	3	2	4	8	5
ENST00000230640	2260	1677	2409	1849	2322	1656
ENST00000230658	13	14	23	29	40	24
ENST00000230771	227	152	260	294	424	245
ENST00000230792	409	270	424	388	504	305
ENST00000230859	66	43	93	76	71	61
ENST00000230882	2	1	4	1	5	2
ENST00000230895	111	93	137	169	185	166
ENST00000230901	1018	783	1133	1124	1448	1024
ENST00000230990	31	17	25	21	24	17
ENST00000231004	2	5	4	5	12	10
ENST00000231061	16	10	21	29	30	28
ENST00000231121	10	8	16	24	33	23
ENST00000231130			4	1	4	1
ENST00000231134		1	1	1	1	1
ENST00000231136			3		3	
ENST00000231137			3	1	1	1
ENST00000231173	2		1	1	2	
ENST00000231198	122	86	146	135	153	105
ENST00000231228					1	
ENST00000231238	1195	957	1438	1271	1715	1133
ENST00000231338				1		3
ENST00000231368	125	99	137	156	168	131
ENST00000231461	22	18	22	22	33	28
ENST00000231498	1505	1135	1763	1391	1769	1132
ENST00000231509	62	46	72	100	122	77
ENST00000231512	242	173	327	303	339	207
ENST00000231524	199	147	226	215	258	179
ENST00000231526	137	95	162	144	165	126
ENST00000231572	1249	941	1386	1019	1240	846
ENST00000231668	46	35	48	39	58	54
ENST00000231721	5	8	7	7	4	9
ENST00000231749	1		2		1	
ENST00000231887	42	38	62	50	69	43
ENST00000231948	423	326	450	473	556	376
ENST00000232014	1	3	5	9	9	7
ENST00000232125	201	136	233	328	372	282
ENST00000232219	146	97	121	160	229	151
ENST00000232375	9	10	13	15	16	9
ENST00000232424	201	145	220	463	537	363
ENST00000232458	846	555	844	708	882	622
ENST00000232461	3	6	4	14	13	8
ENST00000232496	10	6	10	8	16	9
ENST00000232501	83	53	94	105	119	72
ENST00000232508	3	1	5	2	9	5
ENST00000232519	39	26	66	52	61	55
ENST00000232564	129	111	134	126	167	109
ENST00000232607	1336	962	1452	1007	1402	910
ENST00000232744	7	4	8	10	11	11
ENST00000232766	258	165	258	204	262	188
ENST00000232854	27	17	27	15	25	19
ENST00000232888	563	483	669	556	646	528
ENST00000232905	432	297	411	438	503	353
ENST00000232974	106	78	113	121	148	73
ENST00000232975	2	4	1	1	4	1
ENST00000232978	464	313	480	318	441	322
ENST00000233025	69	40	73	95	86	54
ENST00000233027	355	261	386	502	621	440
ENST00000233047			1	5	3	4
ENST00000233055	126	96	176	174	231	136
ENST00000233057	843	558	778	796	875	615
ENST00000233072	105	83	135	118	162	95
ENST00000233078	701	554	856	1035	1185	836
ENST00000233084	3223	2443	3552	3852	4590	3311
ENST00000233092	61	37	64	95	89	58
ENST00000233099	296	200	322	218	276	177
ENST00000233114	3595	2327	3383	3345	3929	2563
ENST00000233121	26	20	33	31	25	13
ENST00000233143	3908	2809	4144	5385	6135	4589
ENST00000233146	1799	1307	2146	1799	2380	1555
ENST00000233154	49	31	68	55	68	39
ENST00000233156	64	41	71	60	74	55
ENST00000233190	1813	1350	2222	2529	2809	1906
ENST00000233330	45	29	58	49	64	45
ENST00000233331	160	88	156	108	172	105
ENST00000233336	161	109	162	155	162	133
ENST00000233379	166	143	179	242	274	214
ENST00000233468	496	396	643	761	808	578
ENST00000233505	48	35	46	44	58	41
ENST00000233535	3	3		6	3	2
ENST00000233545	57	44	56	68	64	62
ENST00000233557	569	421	710	529	588	413
ENST00000233575	660	474	712	821	1047	694
ENST00000233596	32	23	26	41	47	51
ENST00000233607	2	2	1	7	2	4
ENST00000233609	3493	3160	4490	3701	4187	3644
ENST00000233612	103	82	102	112	111	91
ENST00000233615	9	8	9	15	15	12
ENST00000233623	92	67	103	130	132	71
ENST00000233627	145	158	181	208	257	181
ENST00000233630	52	34	55	57	69	55
ENST00000233668	10	10	19	27	28	18
ENST00000233710	36	21	38	40	39	32
ENST00000233712					1	
ENST00000233714	182	131	208	208	270	145
ENST00000233741	127	119	146	127	153	111
ENST00000233809	101	102	123	135	178	110
ENST00000233813	9	4	9	15	13	10
ENST00000233838	100	59	113	80	123	73
ENST00000233892	129	90	139	134	151	84
ENST00000233893	4198	3125	4981	4176	5120	3969
ENST00000233948	1		1	1		
ENST00000233957	4	4	2	8	7	6
ENST00000233969		1	1	4	2	1
ENST00000234038	650	498	830	930	1021	795
ENST00000234040	143	90	142	83	90	84
ENST00000234091	147	118	188	256	292	240
ENST00000234111	900	631	1021	941	1016	624
ENST00000234115	594	455	597	464	530	392
ENST00000234142	51	39	61	77	96	63
ENST00000234160	296	217	344	283	364	223
ENST00000234170	1216	918	1398	986	1220	874
ENST00000234179	210	166	261	272	354	246
ENST00000234195	8	3	9	3	10	6
ENST00000234198	147	113	139	260	284	163
ENST00000234256	45	36	50	173	156	122
ENST00000234296	647	508	766	655	818	609
ENST00000234301	138	97	117	146	174	118
ENST00000234310	713	540	831	1001	1304	882
ENST00000234313				1		
ENST00000234371			1			
ENST00000234389					2	
ENST00000234392	3	3	3	9	7	5
ENST00000234396		1	1		2	2
ENST00000234420	4284	3223	4808	3073	3916	2579
ENST00000234453	10	4	6	12	10	6
ENST00000234454	25	33	58	47	49	28
ENST00000234549	93	62	101	106	150	107
ENST00000234590	9169	6789	11097	11734	16602	10828
ENST00000234626	751	505	772	761	886	703
ENST00000234677	3676	2557	3855	4390	5197	3488
ENST00000234739	56	59	65	51	64	68
ENST00000234816		1	1	4		
ENST00000234827	30	24	50	59	56	36
ENST00000234831	435	338	421	638	737	529
ENST00000234875	10592	8773	12360	6735	8047	5822
ENST00000234961	2		4	3	2	2
ENST00000235090	532	429	615	496	657	394
ENST00000235150	89	72	76	79	119	78
ENST00000235180	2	2	1		1	1
ENST00000235307	31	21	29	54	53	53
ENST00000235310	443	268	410	425	461	344
ENST00000235329	667	572	826	620	882	543
ENST00000235332	47	31	49	60	66	45
ENST00000235345	69	52	85	77	102	67
ENST00000235347			2			
ENST00000235349			2			
ENST00000235372	211	196	251	309	335	244
ENST00000235382	96	59	114	144	208	128
ENST00000235453	5	1	5	8	4	3
ENST00000235521	111	67	115	105	140	111
ENST00000235532	18	12	30	27	26	20
ENST00000235628	5	5	2	8	5	5
ENST00000235835	113	77	144	156	159	131
ENST00000235932	52	20	30	31	21	24
ENST00000236040	252	183	307	279	354	237
ENST00000236051	1497	1094	1775	1957	2495	1726
ENST00000236067	327	261	427	440	455	324
ENST00000236137	6	6	13	10	8	10
ENST00000236147		1		1	1	
ENST00000236192	88	53	70	98	129	104
ENST00000236255			3	3	1	4
ENST00000236273	935	725	1143	1557	1764	1285
ENST00000236342	241	201	255	339	425	254
ENST00000236412	54	37	57	65	66	57
ENST00000236671	315	267	322	367	418	259
ENST00000236693	2	2	5	1	9	3
ENST00000236698	500	396	527	560	662	444
ENST00000236877	1	2	5	5	6	2
ENST00000236914	5	5	6	5	11	6
ENST00000236925	243	186	339	262	334	213
ENST00000236957	11157	7672	10734	6803	8350	5683
ENST00000236959	1951	1426	2271	1879	2434	1620
ENST00000236980	183	140	227	175	198	165
ENST00000237019	18	14	19	23	34	13
ENST00000237163	116	70	122	94	156	99
ENST00000237172	3	1	1	3	5	5
ENST00000237186				1	1	
ENST00000237247					1	1
ENST00000237264	29	15	25	56	76	32
ENST00000237281	233	202	271	238	297	195
ENST00000237283	122	100	162	125	150	132
ENST00000237289	1	5	6	8	15	9
ENST00000237305	48	28	49	54	68	36
ENST00000237316				2		
ENST00000237353	1	1	1	1	3	4
ENST00000237380	120	102	175	159	165	125
ENST00000237455	98	67	120	104	118	95
ENST00000237500	832	621	994	1222	1414	873
ENST00000237530	552	428	675	755	929	569
ENST00000237536	49	52	69	50	84	62
ENST00000237596	74	52	67	64	105	81
ENST00000237612	12	11	12	21	15	13
ENST00000237623	1	2			1	1
ENST00000237642	32	26	44	41	43	34
ENST00000237654	118	66	119	184	288	162
ENST00000237822	9	11	14	11	9	9
ENST00000237837	1					1
ENST00000237853	24	18	35	35	45	31
ENST00000237858	30	23	37	37	45	27
ENST00000237889	581	429	668	724	846	628
ENST00000237937	25	26	48	47	66	39
ENST00000238018			2			1
ENST00000238081	2133	1667	2490	2582	3299	2169
ENST00000238091	24	8	18	16	9	13
ENST00000238112	1247	873	1511	1354	1702	1261
ENST00000238146	325	269	382	336	431	312
ENST00000238156	41	23	29	55	61	58
ENST00000238256	230	169	249	222	274	213
ENST00000238379		2		3	1	
ENST00000238477	16	19	21	28	31	16
ENST00000238497	271	182	257	249	283	175
ENST00000238558	21	26	35	33	50	24
ENST00000238561	59	45	58	66	67	63
ENST00000238607	2	1	4	7	9	4
ENST00000238609	17	6	25	17	23	15
ENST00000238616	860	602	914	1314	1546	1012
ENST00000238618	286	203	260	280	393	249
ENST00000238628	78	65	137	141	177	103
ENST00000238633	194	144	214	217	229	143
ENST00000238647	21	20	36	48	85	23
ENST00000238651	217	177	272	305	360	268
ENST00000238667	8	3	7	11	6	5
ENST00000238671	15	8	12	26	19	26
ENST00000238682	4	1	4	6	11	4
ENST00000238686	5	2	6	9	10	3
ENST00000238688	882	611	1068	1080	1253	945
ENST00000238714	92	67	90	108	142	104
ENST00000238721	15	13	18	27	30	19
ENST00000238738	7	5	7	8	8	13
ENST00000238788	83	71	120	77	106	73
ENST00000238789	139	132	193	146	195	137
ENST00000238823	1052	832	1201	754	1140	735
ENST00000238831	269	199	305	331	395	286
ENST00000238856	94	68	120	108	109	83
ENST00000238875	24	24	29	33	35	29
ENST00000238892	196	145	195	226	197	139
ENST00000238918	3	5	3	4	7	2
ENST00000238936	17	11	18	27	32	20
ENST00000238961	146	95	153	164	193	154
ENST00000239007	46	41	62	56	83	42
ENST00000239144	116	120	139	276	324	202
ENST00000239151	3		1	1	2	1
ENST00000239165	157	144	173	205	262	156
ENST00000239223	81	48	71	98	143	83
ENST00000239231	1089	797	1247	1075	1156	872
ENST00000239243	60	58	72	117	161	113
ENST00000239367	74	70	84	109	105	88
ENST00000239374	4	1	2	5	7	5
ENST00000239440	5	3	5	13	11	2
ENST00000239444			5	1	2	2
ENST00000239446			3	1	2	
ENST00000239449	2		5	1	2	2
ENST00000239450	2	1	4	3	3	3
ENST00000239451	3	1	3	5	4	7
ENST00000239461	3	4	6	12	12	9
ENST00000239614	11	5	23	10	17	2
